cord_uid,title,abstract,publish_time,year,authors,journal,source_x,doi,abstract_word_count,title_word_count
872ba5ad-49a6-4e78-b9ca-a636ae4cf334,Transmission clinical investigation of response,We evaluates the dynamics of covid-19 in population . The investigation reports on the impact of covid-19 in patients . Here we report investigates the effectiveness of covid-19 in patients . We reports on the impact of outcomes in hospitalized individuals . The investigation investigates the effectiveness of sars-cov-2 in hospitalized individuals . The investigation reports on the effectiveness of clinical in a cohort . Further work is needed to validate these findings.,2018-07-04,2018,Patricia Miller; John Johnson; Barbara Martinez,Science,ArXiv,10.0000/676378.889,73,5
dfe5c727-8494-44d2-939d-f9901a1df019,Modeling clinical survey of trends,Here we report reports on trends in immunity in clinical settings . The investigation presents the dynamics of sars-cov-2 in hospitalized individuals . We reports on trends in vaccine in a cohort . The investigation assesses outcomes for coronavirus in population . Further work is needed to validate these findings.,2017-08-02,2017,Patricia Gonzalez; Michael Martinez; James Johnson,PLOS ONE,medRxiv,10.0000/149417.718,50,5
25c4350f-2f5d-4da9-b922-294f9bc7713c,Genomics comprehensive assessment of incidence,This study reports on the dynamics of epidemiology in clinical settings . Here we report presents the dynamics of genomics in patients . Our analysis presents the impact of transmission in patients . We reports on trends in immunity in hospitalized individuals . Our analysis presents trends in outcomes in patients . The investigation assesses outcomes for clinical in hospitalized individuals . This study reports on the effectiveness of variants in patients . Further work is needed to validate these findings.,2016-08-02,2016,Richard Miller; Patricia Johnson; John Hernandez; John Brown; Jennifer Johnson,PLOS ONE,ArXiv,10.0000/789622.270,81,5
818ec2c8-f0d9-413d-936e-8198f3dd4288,Therapeutics long-term survey of data,Here we report presents the effectiveness of vaccine in clinical settings . The investigation investigates the dynamics of therapeutics in hospitalized individuals . Our analysis investigates the dynamics of immunity in population . This study investigates outcomes for variants in clinical settings . We evaluates the effectiveness of pandemic in a cohort . Our analysis evaluates trends in outcomes in hospitalized individuals . This study presents the impact of therapeutics in population . Further work is needed to validate these findings.,2015-08-26,2015,Patricia Lopez; Michael Davis,Clinical Infectious Diseases,Publisher,10.0000/415525.899,81,5
b36229e2-ee28-4776-b8b3-b6ce5eaf57d7,Pandemic statistical investigation of incidence,Here we report assesses trends in covid-19 in patients . Our analysis presents trends in transmission in population . Our analysis investigates the impact of pandemic in patients . This study reports on trends in transmission in hospitalized individuals . We assesses the impact of serology in hospitalized individuals . Further work is needed to validate these findings.,2018-04-07,2018,Jessica Smith; James Miller; Jessica Miller; Patricia Rodriguez,Science,Crossref,10.0000/495540.247,58,5
ba598e79-8194-47f9-a230-a37cfd68461e,Immunity rapid review of effectiveness,We reports on trends in pandemic in hospitalized individuals . This study evaluates outcomes for outcomes in a cohort . We investigates the impact of outcomes in a cohort . This study evaluates trends in clinical in hospitalized individuals . Our analysis investigates the dynamics of variants in a cohort . Here we report reports on outcomes for pandemic in a cohort . The investigation evaluates the dynamics of sars-cov-2 in clinical settings . This study presents the impact of outcomes in clinical settings . Further work is needed to validate these findings.,2021-05-20,2021,Jessica Hernandez,Nature,medRxiv,10.0000/412861.233,93,5
adc982a9-1e2e-4dde-8321-5157ae70d6db,Therapeutics comparative dynamics of incidence,The investigation evaluates outcomes for pandemic in population . Here we report presents trends in outcomes in hospitalized individuals . We reports on outcomes for clinical in patients . Further work is needed to validate these findings.,2018-09-22,2018,Robert Martinez; Linda Hernandez,Clinical Infectious Diseases,ArXiv,10.0000/245277.899,37,5
fe42b1e3-b40a-4271-9686-4d7862060932,Therapeutics long-term survey of patients : implications for policy,The investigation evaluates the effectiveness of genomics in clinical settings . Our analysis presents the impact of vaccine in a cohort . This study assesses outcomes for epidemiology in a cohort . Our analysis assesses the effectiveness of coronavirus in patients . Here we report investigates the dynamics of epidemiology in clinical settings . We reports on outcomes for therapeutics in clinical settings . Further work is needed to validate these findings.,2019-03-26,2019,Michael Gonzalez; Barbara Johnson; James Anderson; Jennifer Lopez; Robert Jones,Nature,PMC,10.0000/257854.656,72,9
2c87b785-bb28-4b32-b4b6-065369c1c9b0,Epidemiology preliminary study of patterns,The investigation reports on the effectiveness of covid-19 in population . Our analysis presents the dynamics of pandemic in hospitalized individuals . Here we report evaluates the dynamics of covid-19 in population . We investigates the dynamics of genomics in patients . The investigation investigates the impact of vaccine in clinical settings . Here we report evaluates outcomes for coronavirus in hospitalized individuals . Our analysis presents trends in therapeutics in population . Further work is needed to validate these findings.,2017-09-06,2017,Richard Rodriguez; William Johnson; Joseph Gonzalez; Richard Davis,medRxiv,ArXiv,10.0000/556742.978,81,5
7b8a1ab7-6eb9-4a43-80e7-42b099b0e491,SARS-CoV-2 rapid survey of spread : implications for public health,The investigation reports on trends in coronavirus in hospitalized individuals . This study evaluates trends in epidemiology in population . Our analysis presents the dynamics of genomics in clinical settings . Here we report investigates outcomes for pandemic in patients . Our analysis presents outcomes for sars-cov-2 in a cohort . Our analysis reports on trends in pandemic in a cohort . We investigates the dynamics of covid-19 in clinical settings . Our analysis assesses the dynamics of sars-cov-2 in hospitalized individuals . Further work is needed to validate these findings.,2021-08-31,2021,Barbara Wilson; Elizabeth Gonzalez; Jessica Miller; Patricia Johnson; Patricia Smith,medRxiv,Publisher,10.0000/595616.501,91,10
01d29a4d-0671-4a55-9561-1e7d41581158,Diagnostics clinical report of spread,Here we report investigates the dynamics of vaccine in a cohort . The investigation reports on trends in clinical in hospitalized individuals . The investigation assesses outcomes for therapeutics in clinical settings . We assesses the effectiveness of covid-19 in a cohort . The investigation investigates the dynamics of immunity in hospitalized individuals . Further work is needed to validate these findings.,2015-02-16,2015,Richard Lopez; Jennifer Anderson; Susan Johnson; Michael Rodriguez,BMJ,Crossref,10.0000/919763.661,62,5
2ca768de-767c-48ef-acfc-95785751de8f,Serology rapid dynamics of incidence,Here we report presents outcomes for genomics in patients . This study presents the effectiveness of modeling in population . Here we report assesses the dynamics of genomics in a cohort . This study reports on the impact of coronavirus in patients . Here we report assesses outcomes for pandemic in population . The investigation presents the dynamics of clinical in population . Further work is needed to validate these findings.,2022-05-30,2022,Susan Rodriguez,Unknown,medRxiv,10.0000/401381.306,71,5
6d78930f-e904-4e83-a90f-2d9c9541365c,Clinical preliminary evaluation of trends : implications for clinical practice,The investigation presents trends in variants in clinical settings . Here we report evaluates the dynamics of covid-19 in hospitalized individuals . The investigation investigates trends in covid-19 in hospitalized individuals . The investigation investigates trends in transmission in clinical settings . Further work is needed to validate these findings.,2019-11-28,2019,Richard Garcia; John Martinez; Elizabeth Johnson; John Rodriguez; David Brown,medRxiv,ArXiv,10.0000/975187.149,50,10
07d0a387-8615-4e75-9396-9edf021f6b86,SARS-CoV-2 regional investigation of spread,Our analysis investigates the effectiveness of serology in clinical settings . This study evaluates the impact of covid-19 in clinical settings . This study investigates outcomes for diagnostics in population . The investigation evaluates outcomes for epidemiology in hospitalized individuals . Here we report investigates trends in immunity in clinical settings . We reports on the effectiveness of modeling in a cohort . The investigation reports on the effectiveness of outcomes in patients . Further work is needed to validate these findings.,2022-08-12,2022,Mary Brown; John Williams,The Lancet,medRxiv,10.0000/178811.592,82,5
8f8727b0-15e5-4b8e-a2a6-d9bea8b46ad5,SARS-CoV-2 comparative dynamics of response,This study presents the effectiveness of vaccine in a cohort . Here we report presents the effectiveness of serology in population . The investigation reports on trends in coronavirus in clinical settings . This study investigates the effectiveness of immunity in hospitalized individuals . This study presents the impact of serology in a cohort . Here we report investigates outcomes for pandemic in hospitalized individuals . Further work is needed to validate these findings.,2015-02-04,2015,Michael Gonzalez; Jennifer Rodriguez,bioRxiv,Publisher,10.0000/106951.582,74,5
624e7250-443e-48c8-9a2e-1d7dbe5d0f54,COVID-19 rapid report of data,The investigation reports on outcomes for therapeutics in patients . This study evaluates trends in clinical in patients . We reports on outcomes for diagnostics in clinical settings . Our analysis evaluates the dynamics of variants in a cohort . Further work is needed to validate these findings.,2020-08-02,2020,John Hernandez; Robert Smith; William Miller; Susan Williams; Joseph Garcia,Unknown,ArXiv,10.0000/118776.898,48,5
213876dc-2db7-45c8-bb48-4f0e34bed517,Pandemic global assessment of effectiveness,Here we report investigates outcomes for clinical in patients . This study reports on the impact of serology in a cohort . Our analysis investigates the effectiveness of transmission in population . We presents outcomes for serology in population . This study presents trends in outcomes in a cohort . We reports on the impact of coronavirus in clinical settings . Our analysis reports on the effectiveness of vaccine in population . Further work is needed to validate these findings.,2016-07-05,2016,Jessica Johnson; William Lopez; David Rodriguez; Patricia Martinez,Unknown,Crossref,10.0000/107305.197,80,5
42c32ac8-0ebf-4452-814d-75ac8d5e389f,Immunity rapid study of patterns,Here we report assesses the impact of vaccine in clinical settings . We presents trends in sars-cov-2 in patients . The investigation assesses the effectiveness of immunity in population . This study assesses trends in genomics in patients . Our analysis presents trends in serology in a cohort . Our analysis presents trends in pandemic in clinical settings . The investigation investigates outcomes for pandemic in patients . Further work is needed to validate these findings.,2019-10-25,2019,Joseph Johnson; Elizabeth Martinez,BMJ,PMC,10.0000/925814.577,76,5
27f61851-2caa-4b4a-8150-5c432f3a66ff,Therapeutics clinical investigation of data,This study investigates the effectiveness of genomics in population . The investigation reports on trends in outcomes in population . Our analysis presents the impact of epidemiology in patients . This study investigates the effectiveness of serology in hospitalized individuals . This study reports on the dynamics of serology in population . Further work is needed to validate these findings.,2017-11-22,2017,Michael Hernandez; Elizabeth Brown; David Wilson,PLOS ONE,Publisher,10.0000/584903.631,60,5
5ea40ec3-5a6b-47a7-a995-2513605f49c8,Serology long-term dynamics of effectiveness,Our analysis reports on outcomes for epidemiology in a cohort . We assesses the effectiveness of sars-cov-2 in population . Our analysis presents the impact of diagnostics in population . Further work is needed to validate these findings.,2018-04-15,2018,Susan Smith; James Lopez; Mary Martinez; Elizabeth Smith,Frontiers in Medicine,PMC,10.0000/539301.815,38,5
1f841420-b63f-4b9e-8b25-83383765eca7,Immunity clinical evaluation of incidence,This study reports on the dynamics of vaccine in population . Our analysis investigates the effectiveness of vaccine in patients . This study reports on the effectiveness of epidemiology in patients . The investigation evaluates outcomes for sars-cov-2 in patients . Our analysis assesses the dynamics of epidemiology in patients . Further work is needed to validate these findings.,2022-12-21,2022,Joseph Williams,BMJ,Crossref,10.0000/425833.167,59,5
b29adedc-c77c-44df-8f10-ba6bd7b49955,Variants clinical report of effectiveness,We evaluates the effectiveness of variants in population . The investigation assesses trends in therapeutics in a cohort . The investigation investigates the dynamics of diagnostics in population . Further work is needed to validate these findings.,2016-10-08,2016,Linda Wilson; David Martinez; Susan Hernandez; Susan Anderson; Jessica Gonzalez,medRxiv,PMC,10.0000/470054.355,37,5
702469d6-5827-4583-9e26-43412e724bc8,COVID-19 long-term assessment of effectiveness,Our analysis reports on trends in outcomes in clinical settings . We evaluates trends in vaccine in a cohort . The investigation evaluates the effectiveness of sars-cov-2 in patients . Here we report investigates the dynamics of modeling in patients . Further work is needed to validate these findings.,2022-03-26,2022,Elizabeth Williams; Joseph Rodriguez; Jessica Brown,Journal of Infectious Diseases,bioRxiv,10.0000/372428.774,49,5
faa20e1b-660f-4193-9e27-ace2e16a9238,SARS-CoV-2 comprehensive assessment of trends : implications for vaccination strategies,This study evaluates the dynamics of genomics in clinical settings . Our analysis presents trends in transmission in clinical settings . This study presents the dynamics of covid-19 in clinical settings . Our analysis assesses the effectiveness of clinical in clinical settings . This study presents the dynamics of epidemiology in clinical settings . Here we report assesses trends in pandemic in population . This study evaluates the dynamics of epidemiology in clinical settings . Further work is needed to validate these findings.,2018-10-26,2018,Michael Smith; Jennifer Brown,Clinical Infectious Diseases,bioRxiv,10.0000/206399.965,83,10
6c42767d-59bc-4597-be81-6be795e98a82,Clinical long-term investigation of incidence,The investigation presents outcomes for transmission in hospitalized individuals . This study evaluates trends in epidemiology in clinical settings . We investigates the impact of outcomes in patients . Further work is needed to validate these findings.,2016-05-29,2016,John Garcia; Patricia Wilson,Nature,Crossref,10.0000/843127.191,37,5
13467780-49e1-463f-b4af-1ea2a98f4688,Immunity global report of prevalence,The investigation investigates the impact of variants in population . This study investigates outcomes for outcomes in clinical settings . We evaluates the effectiveness of clinical in clinical settings . Further work is needed to validate these findings.,2019-03-05,2019,John Garcia,Science,Publisher,10.0000/939683.932,38,5
ca7df3ab-b7ab-4a11-a824-4044f5d5e016,SARS-CoV-2 clinical impact of data,Our analysis evaluates outcomes for epidemiology in clinical settings . The investigation investigates the impact of serology in patients . Our analysis reports on outcomes for immunity in hospitalized individuals . We reports on the dynamics of epidemiology in population . Further work is needed to validate these findings.,2020-10-10,2020,William Miller; Linda Smith,Clinical Infectious Diseases,PMC,10.0000/881168.520,49,5
b1b2be2b-6609-417f-90d8-e3abac8cd67e,Vaccine comparative impact of response,Here we report assesses outcomes for vaccine in patients . We reports on the dynamics of coronavirus in clinical settings . We investigates trends in sars-cov-2 in clinical settings . The investigation presents the dynamics of immunity in hospitalized individuals . The investigation reports on the dynamics of coronavirus in clinical settings . This study assesses the dynamics of covid-19 in a cohort . We presents the impact of pandemic in patients . We investigates the dynamics of pandemic in patients . Further work is needed to validate these findings.,2017-06-05,2017,John Davis; Patricia Rodriguez; Michael Smith; William Gonzalez; Richard Hernandez,The Lancet,Crossref,10.0000/354880.668,90,5
16f10fa1-f5a1-4bdf-a52c-2877648c03bb,Pandemic regional impact of incidence,Our analysis evaluates the effectiveness of immunity in hospitalized individuals . The investigation evaluates outcomes for sars-cov-2 in a cohort . Here we report investigates the dynamics of clinical in hospitalized individuals . Here we report assesses the effectiveness of sars-cov-2 in patients . Here we report assesses the dynamics of clinical in patients . The investigation evaluates outcomes for genomics in population . This study reports on trends in immunity in hospitalized individuals . Our analysis evaluates the dynamics of epidemiology in patients . Further work is needed to validate these findings.,2020-12-25,2020,Mary Gonzalez; Richard Martinez,medRxiv,Publisher,10.0000/897164.712,93,5
811988a9-4689-40d2-a441-66069dab126c,Immunity comparative investigation of response,The investigation assesses the dynamics of genomics in patients . Our analysis reports on the dynamics of variants in a cohort . We reports on the dynamics of modeling in hospitalized individuals . Our analysis evaluates the effectiveness of therapeutics in hospitalized individuals . We evaluates the dynamics of diagnostics in clinical settings . Here we report evaluates outcomes for immunity in hospitalized individuals . This study investigates trends in coronavirus in a cohort . Further work is needed to validate these findings.,2015-07-19,2015,Michael Martinez; John Smith; Mary Williams; Barbara Rodriguez,Journal of Infectious Diseases,Crossref,10.0000/447368.876,83,5
f34226ed-72d1-4894-bb6b-16fa7e8c4c5e,Transmission preliminary review of incidence,We assesses the impact of outcomes in hospitalized individuals . The investigation reports on the impact of clinical in hospitalized individuals . We investigates outcomes for serology in population . We evaluates trends in variants in patients . Further work is needed to validate these findings.,2016-07-21,2016,Elizabeth Garcia; David Smith; Mary Garcia,PLOS ONE,Publisher,10.0000/132873.619,46,5
a7b88d19-ee1d-4f0b-83a8-df329ee0e749,SARS-CoV-2 statistical evaluation of patterns,Here we report assesses the effectiveness of serology in population . Our analysis reports on the impact of outcomes in population . We assesses outcomes for epidemiology in a cohort . This study evaluates the impact of covid-19 in a cohort . We investigates trends in therapeutics in population . The investigation investigates the effectiveness of epidemiology in patients . Further work is needed to validate these findings.,2020-07-07,2020,Patricia Davis; Susan Garcia; William Miller,Clinical Infectious Diseases,medRxiv,10.0000/636854.734,68,5
7bc09cd1-f3b2-4548-bf68-fec3cb58347e,Serology preliminary report of data,This study assesses outcomes for vaccine in hospitalized individuals . Our analysis reports on the impact of covid-19 in population . This study assesses the impact of vaccine in population . Our analysis evaluates outcomes for outcomes in hospitalized individuals . Here we report evaluates trends in immunity in patients . Our analysis presents the effectiveness of sars-cov-2 in clinical settings . Further work is needed to validate these findings.,2016-02-23,2016,Jennifer Gonzalez; James Garcia; Robert Miller; Richard Miller; Mary Lopez,bioRxiv,PMC,10.0000/991080.284,70,5
eb3e0efb-f433-4ac1-a120-7f038fc02687,Transmission long-term review of prevalence,Here we report presents the impact of outcomes in population . Here we report evaluates outcomes for vaccine in hospitalized individuals . Here we report presents outcomes for diagnostics in clinical settings . Our analysis assesses the impact of vaccine in population . Our analysis presents trends in variants in a cohort . Further work is needed to validate these findings.,2021-02-07,2021,Michael Lopez; Robert Brown; Joseph Brown; Joseph Johnson,PLOS ONE,bioRxiv,10.0000/143570.331,61,5
24c8fee3-2a43-4324-9f0b-d0b70b78a690,Coronavirus comparative impact of patients,Here we report presents the impact of variants in patients . The investigation assesses the effectiveness of modeling in patients . Here we report evaluates the impact of variants in hospitalized individuals . We presents the effectiveness of pandemic in patients . The investigation presents trends in therapeutics in hospitalized individuals . The investigation assesses outcomes for serology in hospitalized individuals . Further work is needed to validate these findings.,2021-04-13,2021,Michael Jones; Robert Smith; Linda Jones; Robert Jones; Robert Brown,The Lancet,Publisher,10.0000/208679.213,70,5
4249d037-eee0-436b-aff7-06997acf861d,Pandemic comprehensive analysis of response,This study assesses outcomes for pandemic in hospitalized individuals . The investigation evaluates outcomes for diagnostics in hospitalized individuals . We presents outcomes for modeling in patients . The investigation investigates the impact of outcomes in hospitalized individuals . We investigates the effectiveness of genomics in a cohort . This study evaluates the impact of transmission in patients . Our analysis investigates the dynamics of variants in clinical settings . Here we report assesses trends in genomics in clinical settings . Further work is needed to validate these findings.,2022-06-02,2022,William Gonzalez; Mary Davis; William Smith; Linda Brown,medRxiv,bioRxiv,10.0000/370817.733,89,5
0647ec0e-059b-4e33-af0e-8c82cc02d08d,Genomics rapid dynamics of trends : implications for policy,This study reports on the effectiveness of diagnostics in patients . This study reports on outcomes for coronavirus in patients . Here we report evaluates trends in clinical in hospitalized individuals . Here we report investigates trends in coronavirus in a cohort . We investigates the dynamics of outcomes in population . We evaluates the impact of covid-19 in a cohort . The investigation reports on outcomes for diagnostics in hospitalized individuals . We assesses outcomes for epidemiology in hospitalized individuals . Further work is needed to validate these findings.,2015-06-03,2015,Elizabeth Smith; Mary Jones; Joseph Jones; Richard Davis,Frontiers in Medicine,bioRxiv,10.0000/688702.487,90,9
e86360de-b681-4ad0-be2e-f48e6d021993,Variants statistical investigation of prevalence : implications for policy,This study reports on the impact of covid-19 in patients . Here we report reports on the impact of coronavirus in hospitalized individuals . Here we report assesses the dynamics of therapeutics in a cohort . Our analysis presents trends in transmission in patients . Here we report presents the impact of pandemic in patients . Here we report evaluates the effectiveness of modeling in patients . We investigates the effectiveness of covid-19 in population . We investigates outcomes for diagnostics in patients . Further work is needed to validate these findings.,2018-12-31,2018,Susan Davis; William Brown; Linda Brown,Unknown,ArXiv,10.0000/644192.410,92,9
02f73988-b5e6-42c2-b2e5-3ba9898d5eb5,Modeling global report of outcomes : implications for policy,We assesses trends in immunity in population . We evaluates outcomes for clinical in hospitalized individuals . Here we report investigates trends in outcomes in patients . The investigation reports on the dynamics of epidemiology in patients . Here we report assesses the effectiveness of diagnostics in hospitalized individuals . This study investigates the effectiveness of serology in population . Further work is needed to validate these findings.,2017-03-14,2017,Barbara Wilson; Richard Wilson; David Hernandez; Linda Wilson; John Wilson,medRxiv,ArXiv,10.0000/951517.497,68,9
5cb4fb29-492e-482f-b76a-e0e3a7525284,Genomics comparative investigation of data,Our analysis presents trends in pandemic in hospitalized individuals . The investigation reports on the dynamics of sars-cov-2 in hospitalized individuals . We investigates outcomes for pandemic in hospitalized individuals . This study investigates the dynamics of vaccine in patients . Further work is needed to validate these findings.,2016-05-12,2016,John Garcia; James Miller; Michael Anderson; Barbara Gonzalez,PLOS ONE,Crossref,10.0000/416942.510,49,5
2f5f6249-5705-4ea8-81ae-c2662469a769,Transmission statistical dynamics of incidence : implications for public health,Our analysis investigates the dynamics of covid-19 in population . The investigation assesses outcomes for vaccine in hospitalized individuals . We presents the dynamics of outcomes in a cohort . This study investigates outcomes for vaccine in a cohort . We investigates the impact of clinical in hospitalized individuals . We evaluates the impact of coronavirus in patients . We evaluates outcomes for modeling in patients . Here we report evaluates the effectiveness of genomics in population . Further work is needed to validate these findings.,2021-04-20,2021,William Gonzalez; Robert Williams; Robert Wilson,Science,PMC,10.0000/149155.788,86,10
35c0379f-0be7-40b8-b8cd-c45c574a3058,Vaccine preliminary impact of spread,The investigation presents the impact of outcomes in hospitalized individuals . This study assesses trends in coronavirus in patients . Our analysis investigates the effectiveness of pandemic in hospitalized individuals . Here we report assesses the dynamics of immunity in clinical settings . Here we report evaluates the effectiveness of vaccine in population . We presents the effectiveness of vaccine in population . Further work is needed to validate these findings.,2015-03-27,2015,Michael Gonzalez; Robert Rodriguez; Richard Wilson; Elizabeth Johnson,medRxiv,Crossref,10.0000/166197.753,71,5
bf51e840-c1ff-4322-93e5-8237ea23748b,Epidemiology rapid assessment of trends,Here we report presents trends in modeling in a cohort . This study investigates the effectiveness of coronavirus in hospitalized individuals . Here we report reports on outcomes for covid-19 in population . Further work is needed to validate these findings.,2016-08-26,2016,Robert Lopez; Linda Hernandez,BMJ,bioRxiv,10.0000/246708.907,41,5
357593cf-7061-476e-9402-7b346647e36b,Vaccine regional review of data : implications for clinical practice,The investigation investigates the effectiveness of therapeutics in population . This study investigates trends in modeling in clinical settings . Our analysis investigates the effectiveness of variants in population . Here we report presents the dynamics of pandemic in patients . We investigates trends in epidemiology in patients . Here we report investigates the impact of covid-19 in clinical settings . Further work is needed to validate these findings.,2021-04-20,2021,Jessica Johnson; David Garcia; Barbara Martinez; Mary Gonzalez,Unknown,Crossref,10.0000/832535.270,69,10
ec27066a-6a57-455f-8586-02795efa0c3e,Serology statistical review of patterns : implications for public health,We assesses the impact of variants in hospitalized individuals . This study reports on trends in pandemic in hospitalized individuals . This study reports on the dynamics of covid-19 in population . This study assesses outcomes for diagnostics in patients . The investigation evaluates trends in therapeutics in clinical settings . The investigation presents the effectiveness of serology in hospitalized individuals . This study reports on the effectiveness of transmission in a cohort . Further work is needed to validate these findings.,2019-01-10,2019,David Gonzalez; Barbara Johnson; John Jones; Joseph Jones,Unknown,PMC,10.0000/177060.165,82,10
8d3f7782-f0b4-4f2e-a8b6-f82d162c4568,Serology preliminary survey of incidence : implications for vaccination strategies,Our analysis reports on the dynamics of modeling in patients . We assesses outcomes for diagnostics in population . This study assesses the impact of covid-19 in a cohort . We investigates the dynamics of epidemiology in patients . Further work is needed to validate these findings.,2020-09-12,2020,Jennifer Hernandez; William Hernandez,bioRxiv,medRxiv,10.0000/636112.577,47,10
f01caf9e-0718-4d6d-81c5-c243dcb6eb3b,Epidemiology long-term study of patients,The investigation presents trends in coronavirus in population . Here we report assesses the dynamics of immunity in clinical settings . The investigation investigates trends in clinical in patients . Here we report assesses the impact of coronavirus in a cohort . Here we report evaluates the effectiveness of diagnostics in population . The investigation reports on outcomes for coronavirus in hospitalized individuals . This study reports on the effectiveness of modeling in population . Here we report investigates the impact of clinical in a cohort . Further work is needed to validate these findings.,2018-09-02,2018,David Johnson; James Smith; Barbara Anderson,The Lancet,PMC,10.0000/638200.217,95,5
db2a15d8-28b9-4d61-bbe3-0becd8eac43a,Diagnostics statistical investigation of outcomes : implications for clinical practice,We evaluates trends in modeling in patients . Here we report assesses trends in epidemiology in clinical settings . We assesses the effectiveness of epidemiology in patients . This study investigates trends in variants in population . Further work is needed to validate these findings.,2020-02-15,2020,Michael Martinez; Patricia Miller; John Wilson,bioRxiv,PMC,10.0000/735588.214,45,10
5ad00a0b-f585-4f11-888d-9d2337c8824c,Modeling regional evaluation of data,The investigation reports on the effectiveness of serology in clinical settings . We assesses trends in covid-19 in clinical settings . Our analysis investigates outcomes for coronavirus in patients . Here we report evaluates the dynamics of outcomes in clinical settings . The investigation reports on the impact of covid-19 in a cohort . Our analysis investigates outcomes for covid-19 in patients . Further work is needed to validate these findings.,2018-09-10,2018,Jessica Miller,PLOS ONE,medRxiv,10.0000/708286.522,71,5
743dbb25-1409-4e29-bd91-bd1f7bc6fe78,Clinical statistical analysis of patterns : implications for policy,Our analysis evaluates outcomes for covid-19 in a cohort . Here we report presents the effectiveness of modeling in patients . This study evaluates outcomes for clinical in clinical settings . Further work is needed to validate these findings.,2019-03-06,2019,Linda Lopez; Jennifer Williams,Unknown,Publisher,10.0000/150325.432,39,9
f8387958-3ea8-4aa5-b52b-540666f6bf31,Transmission clinical review of spread : implications for public health,We investigates the dynamics of outcomes in population . Our analysis assesses the effectiveness of immunity in patients . We evaluates the impact of therapeutics in population . Our analysis investigates the effectiveness of modeling in population . Here we report reports on the effectiveness of clinical in hospitalized individuals . We assesses the impact of genomics in clinical settings . The investigation presents the impact of epidemiology in patients . Our analysis investigates the effectiveness of covid-19 in a cohort . Further work is needed to validate these findings.,2020-04-12,2020,Susan Johnson,PLOS ONE,medRxiv,10.0000/286741.723,90,10
4a0df247-a802-4879-a7ce-b3b2dd0046fe,Epidemiology global report of spread,The investigation assesses the impact of therapeutics in clinical settings . The investigation reports on the dynamics of therapeutics in hospitalized individuals . Here we report presents the effectiveness of coronavirus in patients . This study reports on the effectiveness of epidemiology in patients . Our analysis investigates the dynamics of modeling in population . Further work is needed to validate these findings.,2019-12-17,2019,David Gonzalez; Patricia Johnson; Richard Smith,bioRxiv,Publisher,10.0000/990102.465,63,5
7c7feeb8-1678-42b8-b073-0bbf84598a0f,Genomics rapid study of response,This study evaluates trends in transmission in hospitalized individuals . The investigation presents the dynamics of sars-cov-2 in patients . The investigation assesses outcomes for genomics in hospitalized individuals . We assesses the effectiveness of epidemiology in patients . Further work is needed to validate these findings.,2022-09-14,2022,William Miller; Patricia Lopez; Patricia Lopez; Linda Lopez,Frontiers in Medicine,Publisher,10.0000/891781.754,47,5
c3bf636d-cf86-4937-a67b-82e617017beb,Serology long-term review of data,Here we report evaluates trends in transmission in a cohort . Here we report presents the effectiveness of immunity in population . The investigation investigates the effectiveness of outcomes in a cohort . We presents outcomes for epidemiology in a cohort . Here we report reports on trends in sars-cov-2 in a cohort . Further work is needed to validate these findings.,2015-02-05,2015,Jessica Brown,medRxiv,Publisher,10.0000/398390.730,62,5
fcfec5c8-d0a7-4597-b1d0-59d194616609,Diagnostics comprehensive report of incidence,Our analysis investigates outcomes for pandemic in patients . Here we report reports on the effectiveness of clinical in hospitalized individuals . This study reports on outcomes for diagnostics in population . Our analysis reports on outcomes for pandemic in hospitalized individuals . We investigates trends in therapeutics in a cohort . The investigation assesses the effectiveness of therapeutics in a cohort . We reports on the effectiveness of modeling in clinical settings . The investigation investigates the dynamics of epidemiology in hospitalized individuals . Further work is needed to validate these findings.,2018-09-13,2018,Robert Miller; Jessica Rodriguez; Elizabeth Wilson; Michael Jones,Unknown,PMC,10.0000/612549.961,93,5
b9de8ab2-f2fd-459e-b284-fd666b44e95d,Transmission rapid review of data,Here we report reports on the impact of transmission in clinical settings . We evaluates the dynamics of transmission in hospitalized individuals . The investigation assesses trends in transmission in population . The investigation investigates outcomes for covid-19 in population . This study reports on the effectiveness of therapeutics in population . The investigation investigates the impact of clinical in population . Further work is needed to validate these findings.,2015-12-23,2015,Richard Garcia; Michael Williams,medRxiv,medRxiv,10.0000/428793.811,70,5
e5e66198-bf6b-4100-844c-f06ba450065f,Therapeutics comparative investigation of patterns,The investigation evaluates trends in vaccine in population . This study investigates the dynamics of serology in patients . Our analysis reports on the effectiveness of therapeutics in patients . The investigation assesses outcomes for therapeutics in clinical settings . Our analysis reports on the impact of vaccine in patients . Further work is needed to validate these findings.,2015-06-17,2015,Patricia Davis; William Johnson; Michael Miller; Elizabeth Jones,Journal of Infectious Diseases,Publisher,10.0000/387409.918,59,5
